rnd_seed,MSE_DR,,,MSE_UR,,,MSE_GCRF,,,RMSE_DR,,,RMSE_UR,,,RMSE_GCRF,,,R2_DR,,,R2_UR,,,R2_GCRF,,,alpha,beta
5403510,0.949089744713445,0.456109499576394,0.677569159347837,0.373391013112151,0.124481574143355,0.04128448723466,0.142336485679091,0.055212121434628,0.049066829902446,0.850693914501181,0.594345640170083,0.752602735011673,0.501360691932488,0.29452597318905,0.191367463019118,0.349396220631601,0.22002286996357,0.215849262091451,-23.3238876461469,-8.27881400022671,-9.84110654956564,-8.35406883575302,-1.46704912913945,0.339448204245425,-2.59069238362017,-0.088605120560453,0.214930721560853,900.096369273961,607.737769901753
2155493,1.01122994208972,0.441052329496663,0.47557019693899,0.366619783939907,0.102256303331272,0.114606679857398,0.097107697481907,0.148805927673383,0.04995694907419,0.887329053791836,0.584975533403253,0.631142748707763,0.490215323480863,0.285104464006796,0.310540736280896,0.28096952226272,0.36151554781198,0.220068202795416,-24.6841023085771,-7.83010384049641,-6.60912315102393,-8.0797384725058,-1.03945317280559,-0.833706877718388,-1.42052399183556,-1.95479494887021,0.200688814812956,900.299773260951,608.685265339911
7138636,1.14872913060089,0.422815008935545,0.286624195551072,0.0540144695363,0.020254971438494,0.071099692656216,0.061180490204051,0.029633544575858,0.066246753557701,0.927752964786234,0.552173640750105,0.455976682631642,0.19668420432442,0.121044680630807,0.212429734635613,0.23821295599431,0.161442609095374,0.249164034251233,-25.2052692372993,-7.86234170690218,-3.58598712881719,-0.233478683763984,0.579851824114985,-0.137595082499458,-0.398591143258246,0.387100969484963,-0.059948056923222,900.352713398635,609.399255216122
6630783,0.717645744371284,0.341331947006307,0.428725266078897,0.740383246842088,0.172047718368739,0.203798056538327,0.484390002787862,0.063571034122334,0.047258321178444,0.728827869220146,0.522237678922638,0.571742088754718,0.604162205918458,0.271184142674584,0.312529542616372,0.580269927225471,0.243605193755152,0.20835804886835,-15.4573160746696,-5.85290269839057,-5.85960425726242,-15.4536194596708,-2.36535404331372,-2.26076890461327,-9.81981187418343,-0.229874321512326,0.243866861144894,900.16332795471,606.593803904951
3060470,1.09377135013603,0.275579492747252,0.667068205208748,0.230616717998101,0.056977378865446,0.235494072243685,0.175820382154424,0.019385369080433,0.07949904874573,0.919270190065685,0.446254409559813,0.702398340448689,0.392585955507563,0.204453047490419,0.41277573875782,0.369360388390438,0.135820442874833,0.268230826655562,-24.5666133869514,-4.82109535916097,-9.67309128334026,-4.44152619129214,-0.251012590060655,-2.76790515589907,-3.17174265984179,0.578725938339487,-0.271984779931715,900.184186503291,618.592691935599
8793679,1.09773848682749,0.506012439244241,0.683441061711067,0.102121707554379,0.137382769032881,0.062240560009858,0.098051507794885,0.111640020554098,0.086926890523663,0.933359889646412,0.630406524752746,0.740182463608361,0.266627593770523,0.333696084554702,0.23867816336807,0.297041610198955,0.31694525202886,0.288425216048212,-23.7018002791909,-9.58085919611535,-9.93505698737727,-1.27326110050452,-1.85736357645228,0.004151039842243,-1.19734236992362,-1.3097038274106,-0.390830248378641,900.250771641731,607.363657251
3005347,1.02507947255168,0.421339075222381,0.580676210787614,0.399016143093477,0.044329920350403,0.026723142181435,0.480709227409863,0.044631438416085,0.028502753813458,0.888115860426808,0.571167258468966,0.678395827286706,0.50600354034602,0.178286166375523,0.13349954921166,0.600506789392303,0.200433737066645,0.165719956129431,-23.8113569199064,-7.95791631098113,-8.29081937260188,-8.43379566091831,0.057057937297533,0.57242972509703,-10.442269380522,0.053441044107411,0.543955938984671,900.250443466008,616.853934444487
907513,0.953448349900204,0.296947950955361,0.499681805483842,0.072633385058767,0.020095066216297,0.00762585587383,0.060583386188687,0.033970106027198,0.019557738771183,0.831329263816303,0.459999073526505,0.593300916934782,0.226592483070746,0.124968226315471,0.081739912503195,0.230639152533443,0.179268740660358,0.137816991725361,-19.5135441512079,-4.21465985341984,-6.99490888774158,-0.557723309544034,0.645895559327883,0.877986306018725,-0.298593549732613,0.403125467394178,0.687076179661065,900.37739277631,602.554841041565
6271264,1.27741355195965,0.464060993872855,0.380757390702644,0.13177754682423,0.113059882877237,0.099642430944765,0.256112361152638,0.073127250655115,0.040112799788397,0.990977537884432,0.613473578512638,0.5551146946375,0.305370175803255,0.318387169291851,0.270012608192055,0.451417818850794,0.262720708050063,0.19009553086839,-30.5353723879315,-8.29821439130581,-5.09211825124239,-2.25189927011366,-1.26995208479131,-0.594278895116256,-5.34324124642521,-0.458758377711664,0.358195203385637,900.405994273722,608.127423249185
283077,0.781151163670238,0.359214622195809,0.406688997197725,0.172302814844713,0.021620043776929,0.020856652433995,0.109297505902875,0.022769787716656,0.034891358896663,0.752764601900067,0.492416077847765,0.535739089048774,0.347657189416281,0.123880547264641,0.127277635457638,0.296038263655793,0.148453160006518,0.183696398666325,-18.9368342676103,-6.03569915588804,-5.50702395516373,-3.14648077028673,0.600778363641696,0.666293561056074,-1.64758812093847,0.583259666365404,0.441738257653388,900.474143594503,608.054574452341
7272616,0.991890554930987,0.2485262374029,0.570988267240593,0.54638755939075,0.083050034155119,0.258726062984608,0.258883411927611,0.092513532752396,0.256247576634876,0.866193998425947,0.444340141907498,0.655424004520317,0.606776556127549,0.268576160016328,0.464346388512049,0.436633233672214,0.290475933489293,0.473986377191339,-22.8066726488866,-4.13257175195932,-8.13581227584955,-11.9677741378823,-0.80067466008399,-3.13961700775375,-5.15901065160386,-1.0031111913398,-3.09996122615804,900.230480916798,613.719564527273
7317143,1.09702698291496,0.237202081468347,0.49945100597212,0.246468839936118,0.040155367144429,0.053104379500916,0.212114102890613,0.048017884650445,0.028127111771824,0.897448376044924,0.407172777789484,0.625130453954187,0.405427434324146,0.163610514782335,0.178847436191175,0.407653132771847,0.205685880326966,0.165877987132535,-20.4805842025109,-3.27721190546316,-6.99121609555401,-3.82170332417485,0.26298659335428,0.15032992798534,-3.16066673111235,0.12262504547783,0.549966211650809,900.230834648013,600.56313944608
4102707,0.765026395492975,0.342460977222057,0.500702085460377,0.811785079367692,0.276050193774528,0.280989247597013,0.351792666121224,0.284893372376778,0.165275847392061,0.753335444236032,0.52705466938529,0.621065092084543,0.725825786280741,0.474530796016822,0.465320262422688,0.534042529791711,0.492014702556712,0.380663638736824,-18.9564720086147,-5.58816160791941,-7.01123336736608,-19.7688780422198,-4.32955982827744,-3.49582796155224,-8.06072890234447,-4.49246808398582,-1.64441355827299,900.241706080735,601.507484294474
3861333,1.03618330888121,0.552687516222727,0.771354860320033,0.137208706841026,0.057622601608323,0.011725335395047,0.16198565397821,0.058221406815226,0.04183507895042,0.895514666520122,0.651276194814209,0.750788069654173,0.322556476113955,0.214533043537007,0.099077272766279,0.374211535962431,0.226074241991066,0.200212431492928,-22.4990172662299,-9.56373851620895,-11.3416777651208,-2.10758337052176,-0.11155595483666,0.812394633679251,-2.65458852384128,-0.119212047879084,0.330638736793263,900.39563049376,601.452420458198
1618399,1.28114358071444,0.516291363272806,0.537839170043287,0.524238127845102,0.020864496601418,0.094819228976627,0.449178332465191,0.039086439368773,0.083063616205007,1.01267522259463,0.641028441989662,0.653775444542525,0.640052693300743,0.129853477860538,0.242974996127577,0.614110182807755,0.188865108709868,0.253965939288092,-19.5946909911138,-7.50675507576893,-7.60542672069269,-9.05093663997198,0.629460072623839,-0.517107663626046,-7.61725082538362,0.310299979632823,-0.329017859280127,900.184070274234,602.707052052021
3466801,1.26956956066523,0.312621785766158,0.454569656683185,0.337487199877631,0.024587096812065,0.074932198365084,0.276053508792708,0.038472106144305,0.078549574026221,0.978736538197981,0.478387220140584,0.582993779396007,0.466279328097097,0.136469491187164,0.257456608455578,0.455904309926494,0.190431606193171,0.272542703968168,-29.5891446974585,-5.3956737864332,-6.27311450693102,-6.99400546622094,0.500909449998768,-0.198915173841349,-5.55555826881547,0.225073489819149,-0.256793184419538,900.359943911433,609.248517438769
718652,1.12642591857631,0.399991765837834,0.353576126020172,1.95503884076392,0.182957648208768,0.47898087163198,0.176906768660343,0.044270291573429,0.029436017962283,0.914629852638896,0.557485255253275,0.489973983535722,1.00756507106031,0.306087590508056,0.530043047204318,0.384739063859401,0.20258267944435,0.168925047911823,-25.541244997906,-6.44654210979479,-4.65721801632286,-44.6263390887247,-2.42971591364748,-6.66369394611183,-3.1617411194028,0.177209884999876,0.529023712603472,900.385943174362,603.766482539475
3853189,1.27399821861824,0.217054831070283,0.929197398195312,0.20715863118871,0.017246764856513,0.024512717662491,0.236824825860264,0.027992603264506,0.031424848566934,1.01360964338271,0.410617636766092,0.851567648520576,0.38468794559114,0.120206408129756,0.144000529260548,0.44144815495626,0.160125768528693,0.174570782576662,-21.4030740621667,-2.89392221495801,-13.8671583711252,-2.06126531782317,0.712090914240577,0.607796517400132,-2.54558912108169,0.532513958084753,0.497202422929058,900.41193073988,598.288712605834
6802308,1.03581866270719,0.235440062768809,0.562353183274441,0.054677743272466,0.027470870995263,0.013681274378822,0.072693710274202,0.042737178246227,0.032187678008032,0.840928293082236,0.386023683246744,0.625864957553541,0.205117534191745,0.151278717091889,0.108134164101502,0.257240617991812,0.193876689104287,0.176766535932434,-20.0821558247388,-3.51134217748766,-7.99765093239123,-0.174493239170407,0.468720911060678,0.781099609938844,-0.548509478238169,0.173976081822931,0.484997151871473,900.271600574255,604.865048401058
