1366719878 function calls (1324972940 primitive calls) in 1086.654 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    61562    0.036    0.000    0.248    0.000 axes3d.py:152(convert_zunits)
    61347    0.043    0.000    0.043    0.000 add.py:732(_eval_subs)
    60960    0.105    0.000    0.278    0.000 axis.py:988(get_inverted)
    60836    0.017    0.000    0.025    0.000 linalg.py:121(isComplexType)
    60609    0.043    0.000    0.253    0.000 <__array_function__ internals>:2(ndim)
    60609    0.011    0.000    0.011    0.000 fromnumeric.py:2982(_ndim_dispatcher)
    60609    0.086    0.000    0.150    0.000 fromnumeric.py:2986(ndim)
    59514    0.263    0.000    0.595    0.000 _methods.py:63(_clip_dep_is_scalar_nan)
    59514    0.036    0.000    0.044    0.000 _methods.py:73(_clip_dep_is_byte_swapped)
    59427    0.024    0.000    0.024    0.000 {method 'replace' of 'str' objects}
59316/50438    0.340    0.000    3.444    0.000 power.py:244(__new__)
    59171    0.008    0.000    0.008    0.000 numbers.py:2742(__neg__)
    58815    0.063    0.000    0.248    0.000 lines.py:733(set_transform)
    58400    0.019    0.000    0.027    0.000 core.py:1357(getmask)
    58202    0.174    0.000    2.288    0.000 transforms.py:1377(transform)
    58202    0.075    0.000    1.652    0.000 transforms.py:2371(transform_affine)
    57880    0.071    0.000    0.143    0.000 artist.py:673(set_figure)
57312/28656    0.051    0.000    0.062    0.000 transforms.py:2356(<lambda>)
    57312    0.070    0.000    0.187    0.000 __init__.py:1393(_check_1d)
    57275    0.468    0.000    0.790    0.000 artist.py:74(__init__)
    57243    7.972    0.000   11.004    0.000 {method 'draw_path' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
    57243    0.136    0.000   11.204    0.000 backend_agg.py:119(draw_path)
    57243    0.146    0.000    0.698    0.000 backend_bases.py:897(set_dashes)
    56810    0.023    0.000    0.023    0.000 numbers.py:1136(_eval_is_zero)
    56337    0.093    0.000    0.118    0.000 markers.py:258(__bool__)
    55125    0.106    0.000    0.291    0.000 transforms.py:2694(__init__)
    54978    0.060    0.000    0.110    0.000 transforms.py:2385(transform_path_non_affine)
    54525    0.026    0.000    0.026    0.000 lines.py:1442(is_dashed)
    54525    0.063    0.000    1.787    0.000 transforms.py:2733(get_transformed_path_and_affine)
    54156    0.085    0.000    0.122    0.000 lines.py:31(_get_dash_pattern)
    53313    0.091    0.000    0.423    0.000 lines.py:709(_transform_path)
    53313    0.101    0.000    0.242    0.000 path.py:159(_fast_from_codes_and_verts)
    53310    0.020    0.000    0.020    0.000 {method 'startswith' of 'bytes' objects}
53168/29370    0.037    0.000    0.117    0.000 _base.py:660(get_xaxis_transform)
52984/52983    0.031    0.000    0.236    0.000 {method 'view' of 'numpy.ndarray' objects}
    52343    0.039    0.000    0.052    0.000 __init__.py:2017(<listcomp>)
51956/45255    0.024    0.000    0.135    0.000 {built-in method builtins.divmod}
    51950    0.066    0.000    0.149    0.000 add.py:496(<lambda>)
    51950    0.062    0.000    0.177    0.000 add.py:502(<lambda>)
    51950    0.063    0.000    0.207    0.000 add.py:506(<lambda>)
    51950    0.064    0.000    0.141    0.000 add.py:508(<lambda>)
    51950    0.063    0.000    0.213    0.000 add.py:510(<lambda>)
    51950    0.158    0.000   11.401    0.000 add.py:538(_eval_is_zero)
    51950    0.072    0.000    2.904    0.000 add.py:575(<listcomp>)
51950/45031    0.085    0.000    5.598    0.000 add.py:574(_eval_is_odd)
    51950    0.055    0.000    0.076    0.000 add.py:581(_eval_is_irrational)
    51950    0.061    0.000    1.734    0.000 add.py:611(<listcomp>)
51950/45031    0.263    0.000    5.454    0.000 add.py:594(_eval_is_positive)
51950/45031    0.107    0.000    3.420    0.000 add.py:648(_eval_is_nonnegative)
51950/45031    0.105    0.000    3.385    0.000 add.py:663(_eval_is_nonpositive)
    51950    0.061    0.000    1.625    0.000 add.py:695(<listcomp>)
51950/45030    0.256    0.000    5.301    0.000 add.py:678(_eval_is_negative)
    51948    0.064    0.000    0.148    0.000 add.py:498(<lambda>)
    51947    0.062    0.000    0.159    0.000 add.py:500(<lambda>)
    51947    0.046    0.000    0.161    0.000 add.py:512(<lambda>)
    51947    0.133    0.000    0.478    0.000 add.py:515(_eval_is_imaginary)
    51946    0.063    0.000    0.145    0.000 add.py:504(<lambda>)
    51843    0.010    0.000    0.017    0.000 image.py:127(<genexpr>)
    51656    0.045    0.000    0.499    0.000 <__array_function__ internals>:2(all)
    51656    0.010    0.000    0.010    0.000 fromnumeric.py:2273(_all_dispatcher)
    51656    0.059    0.000    0.405    0.000 fromnumeric.py:2277(all)
    51651    0.045    0.000    0.062    0.000 core.py:593(filled)
    51214    0.008    0.000    0.008    0.000 {built-in method builtins.callable}
    51029    0.012    0.000    0.012    0.000 transforms.py:2043(get_matrix)
    50457    0.217    0.000    1.356    0.000 markers.py:292(set_marker)
    49967    0.079    0.000    0.115    0.000 core.py:666(getdata)
    49800    0.030    0.000    0.120    0.000 text.py:1089(set_x)
    49800    0.007    0.000    0.007    0.000 artist.py:1020(sticky_edges)
    49452    0.021    0.000    0.021    0.000 core.py:3347(dtype)
    49284    0.087    0.000    0.310    0.000 lines.py:635(axes)
    48880    0.158    0.000    0.389    0.000 transforms.py:726(__init__)
    48722    0.036    0.000    0.397    0.000 artist.py:974(<listcomp>)
    48722    0.260    0.000    1.593    0.000 artist.py:942(update)
    48371    0.004    0.000    0.004    0.000 {method 'lstrip' of 'str' objects}
    48261    0.035    0.000    0.098    0.000 artist.py:905(set_visible)
    47278    0.019    0.000    0.019    0.000 densebasic.py:722(dmp_zero)
    47271    0.141    0.000    0.751    0.000 transforms.py:1976(scale)
    46666    0.121    0.000    0.593    0.000 transforms.py:1962(translate)
    46632    0.110    0.000    0.707    0.000 transforms.py:824(update_from_path)
    46632    0.542    0.000    0.572    0.000 {built-in method matplotlib._path.update_path_extents}
    45994    0.089    0.000    0.471    0.000 numbers.py:1147(__add__)
    45994    0.075    0.000    0.098    0.000 libmpf.py:702(mpf_add)
    45862    0.004    0.000    0.004    0.000 boolalg.py:313(__nonzero__)
    44263    0.064    0.000    0.106    0.000 __init__.py:1373(is_math_text)
    44008    0.020    0.000    0.087    0.000 numbers.py:3021(__lt__)
    43416    0.027    0.000    0.040    0.000 lines.py:521(get_fillstyle)
    43200    0.162    0.000   22.928    0.001 art3d.py:199(draw)
    42984    0.009    0.000    0.009    0.000 _base.py:376(<genexpr>)
42984/28656    0.044    0.000    0.558    0.000 transforms.py:2343(__eq__)
    42838    0.454    0.000    1.466    0.000 multilayer_perceptron.py:114(_compute_loss_grad)
    42838    0.029    0.000    0.739    0.000 <__array_function__ internals>:2(mean)
    42838    0.008    0.000    0.008    0.000 fromnumeric.py:3149(_mean_dispatcher)
    42838    0.074    0.000    0.675    0.000 fromnumeric.py:3153(mean)
    42507    0.081    0.000    0.163    0.000 lines.py:1095(set_linewidth)
    42507    0.209    0.000    0.526    0.000 lines.py:1145(set_linestyle)
    42406    0.083    0.000    0.361    0.000 artist.py:946(_update_property)
    42243    0.031    0.000    0.071    0.000 densebasic.py:281(dmp_strip)
    42170    0.007    0.000    0.007    0.000 shape_base.py:20(_atleast_1d_dispatcher)
    42170    0.104    0.000    0.227    0.000 shape_base.py:24(atleast_1d)
    42170    0.038    0.000    0.303    0.000 <__array_function__ internals>:2(atleast_1d)
    41907    0.022    0.000    0.045    0.000 lines.py:1050(set_color)
    41703    0.054    0.000    1.341    0.000 markers.py:223(__init__)
    41703    0.054    0.000    0.088    0.000 markers.py:267(set_fillstyle)
41596/6222    0.042    0.000    0.195    0.000 densearith.py:627(dmp_sub)
    40770    0.005    0.000    0.005    0.000 offsetbox.py:109(<genexpr>)
    40519    0.020    0.000    0.049    0.000 shape_base.py:219(_vhstack_dispatcher)
    40376    0.024    0.000    0.037    0.000 numerictypes.py:293(issubclass_)
    38958    0.006    0.000    0.006    0.000 offsetbox.py:112(<genexpr>)
    38958    0.004    0.000    0.004    0.000 offsetbox.py:113(<genexpr>)
    37807    0.034    0.000    0.048    0.000 libmpf.py:574(mpf_cmp)
    37805    0.014    0.000    0.014    0.000 libmpf.py:692(mpf_sign)
    37756    0.097    0.000    0.139    0.000 ctx_mp_python.py:47(__new__)
    37750    0.053    0.000    0.192    0.000 numbers.py:1096(num)
    37750    0.029    0.000    0.056    0.000 ctx_mp_python.py:98(mpf_convert_rhs)
    37750    0.053    0.000    0.195    0.000 ctx_mp_python.py:167(_cmp)
    37394    0.012    0.000    0.012    0.000 {method 'tostring' of 'numpy.ndarray' objects}
    37246    0.006    0.000    0.006    0.000 {method 'strip' of 'str' objects}
36302/36238    0.107    0.000    0.419    0.000 mul.py:1128(_eval_is_zero)
    36258    0.052    0.000    0.146    0.000 mul.py:1099(<lambda>)
    36258    0.179    0.000    0.986    0.000 mul.py:1165(_eval_real_imag)
36258/36255    0.022    0.000    3.416    0.000 mul.py:1207(_eval_is_imaginary)
    36254    0.017    0.000    0.498    0.000 mul.py:1270(_eval_is_positive)
    36253    0.042    0.000    0.124    0.000 mul.py:1101(<lambda>)
    36253    0.108    0.000    0.187    0.000 mul.py:1103(<lambda>)
    36253    0.090    0.000    0.211    0.000 mul.py:1106(_eval_is_infinite)
    36253    0.064    0.000    0.158    0.000 mul.py:1114(_eval_is_rational)
    36253    0.159    0.000    1.404    0.000 mul.py:1121(_eval_is_algebraic)
36253/36239    0.028    0.000    9.195    0.000 mul.py:1145(_eval_is_integer)
    36253    0.019    0.000    1.005    0.000 mul.py:1162(_eval_is_real)
    36253    0.018    0.000    0.257    0.000 mul.py:1214(_eval_is_hermitian)
    36253    0.099    0.000    0.239    0.000 mul.py:1217(_eval_herm_antiherm)
    36253    0.019    0.000    0.028    0.000 mul.py:1250(_eval_is_antihermitian)
    36253    0.028    0.000    0.036    0.000 mul.py:1257(_eval_is_irrational)
36253/36236    0.059    0.000    0.944    0.000 mul.py:1317(_eval_is_negative)
36253/36251    0.022    0.000    2.038    0.000 mul.py:1322(_eval_is_odd)
36253/36242    0.023    0.000    4.683    0.000 mul.py:1346(_eval_is_even)
36253/36251    0.021    0.000    2.478    0.000 mul.py:1355(_eval_is_composite)
    35875    0.007    0.000    0.007    0.000 text.py:841(get_text)
    34642    0.071    0.000    0.109    0.000 libmpf.py:950(mpf_div)
    34614    0.014    0.000    0.020    0.000 font_manager.py:928(_normalize_font_family)
    34353    0.051    0.000    0.096    0.000 lines.py:1061(set_drawstyle)
    33753    0.776    0.000    6.399    0.000 lines.py:273(__init__)
    33753    0.015    0.000    0.015    0.000 lines.py:550(set_markevery)
    33753    0.025    0.000    0.048    0.000 lines.py:1038(set_antialiased)
    33753    0.026    0.000    0.044    0.000 lines.py:1212(set_markeredgecolor)
    33753    0.036    0.000    0.074    0.000 lines.py:1227(set_markeredgewidth)
    33753    0.067    0.000    0.692    0.000 lines.py:1241(set_markerfacecolor)
    33753    0.047    0.000    0.360    0.000 lines.py:1255(set_markerfacecoloralt)
    33753    0.038    0.000    0.057    0.000 lines.py:1269(set_markersize)
    33753    0.053    0.000    0.104    0.000 lines.py:1352(set_dash_joinstyle)
    33753    0.043    0.000    0.087    0.000 lines.py:1367(set_solid_joinstyle)
    33753    0.075    0.000    0.144    0.000 lines.py:1398(set_dash_capstyle)
    33753    0.043    0.000    0.091    0.000 lines.py:1412(set_solid_capstyle)
    33554    0.014    0.000    0.025    0.000 core.py:3577(_get_data)
    33549    0.007    0.000    0.009    0.000 densebasic.py:136(dup_degree)
    32906    0.035    0.000    0.194    0.000 libmpf.py:491(from_rational)
    32616    0.004    0.000    0.004    0.000 {built-in method time.monotonic}
    32400    0.023    0.000    0.023    0.000 Drone.py:179(clamp_add)
    32400    0.129    0.000    0.158    0.000 PID.py:66(__call__)
    32400    0.004    0.000    0.004    0.000 PID.py:134(auto_mode)
    32400    0.063    0.000    0.086    0.000 PID.py:171(output_limits)
    32304    0.077    0.000    0.910    0.000 transforms.py:860(update_from_data_xy)
    32005    0.054    0.000    0.332    0.000 numbers.py:1997(__add__)
    31767    0.014    0.000    0.017    0.000 numeric.py:1782(isscalar)
31596/6922    0.067    0.000    0.262    0.000 densearith.py:794(dmp_mul)
    31230    0.013    0.000    0.017    0.000 text.py:1136(set_text)
    31133    0.019    0.000    0.141    0.000 numbers.py:1739(__ne__)
    31123    0.119    0.000    0.662    0.000 numbers.py:930(__new__)
    31108    0.085    0.000    0.468    0.000 libmpf.py:1313(from_str)
    31107    0.051    0.000    1.527    0.000 basic.py:948(<listcomp>)
    31105    0.023    0.000    0.077    0.000 <__array_function__ internals>:2(size)
    31105    0.005    0.000    0.005    0.000 fromnumeric.py:3024(_size_dispatcher)
    31105    0.010    0.000    0.010    0.000 fromnumeric.py:3028(size)
    31104    0.296    0.000    1.305    0.000 sympify.py:54(_convert_numpy_types)
    31104    0.128    0.000    0.181    0.000 libmpf.py:1290(str_to_man_exp)
    31094    0.007    0.000    0.007    0.000 {built-in method numpy.geterrobj}
    31076    0.103    0.000    0.202    0.000 __init__.py:163(connect)
    31076    0.064    0.000    0.076    0.000 weakref.py:44(__new__)
    30804    0.026    0.000    0.242    0.000 <__array_function__ internals>:2(around)
    30804    0.027    0.000    0.339    0.000 <__array_function__ internals>:2(round_)
    30804    0.026    0.000    0.181    0.000 fromnumeric.py:3079(around)
    30804    0.026    0.000    0.267    0.000 fromnumeric.py:3512(round_)
    30784    0.086    0.000    0.165    0.000 transforms.py:921(intervaly)
    30781    0.300    0.000    2.834    0.000 axes3d.py:589(set_xlim3d)
    30781    0.236    0.000    2.333    0.000 axes3d.py:648(set_ylim3d)
    30781    0.221    0.000    2.058    0.000 axes3d.py:709(set_zlim3d)
    30560    0.075    0.000    1.450    0.000 fromnumeric.py:42(_wrapit)
    30482    0.055    0.000    0.277    0.000 artist.py:985(set_label)
    30480    0.031    0.000    0.181    0.000 _base.py:3050(xaxis_inverted)
    30480    0.028    0.000    0.132    0.000 _base.py:3064(get_xbound)
    30480    0.088    0.000    3.190    0.000 _base.py:3080(set_xbound)
    30480    0.026    0.000    0.155    0.000 _base.py:3449(yaxis_inverted)
    30480    0.030    0.000    0.117    0.000 _base.py:3463(get_ybound)
    30480    0.077    0.000    2.651    0.000 _base.py:3479(set_ybound)
    30480    0.646    0.000   10.958    0.000 axes3d.py:506(autoscale_view)
    30480    0.015    0.000    0.077    0.000 axes3d.py:1439(zaxis_inverted)
    30480    0.021    0.000    0.104    0.000 axes3d.py:1449(get_zbound)
    30480    0.083    0.000    2.289    0.000 axes3d.py:1464(set_zbound)
    29898    0.006    0.000    0.006    0.000 offsetbox.py:438(<genexpr>)
    29898    0.004    0.000    0.004    0.000 offsetbox.py:439(<genexpr>)
29802/29558    0.020    0.000    0.083    0.000 densearith.py:550(dmp_add)
    29757    0.034    0.000    1.278    0.000 <__array_function__ internals>:2(clip)
    29757    0.006    0.000    0.006    0.000 fromnumeric.py:1970(_clip_dispatcher)
    29757    0.039    0.000    1.175    0.000 fromnumeric.py:1974(clip)
    29757    0.327    0.000    0.327    0.000 _methods.py:78(_clip_dep_invoke_with_casting)
    29757    0.093    0.000    1.058    0.000 _methods.py:97(_clip)
    29658    0.006    0.000    0.006    0.000 markers.py:289(get_marker)
    29649    0.029    0.000    1.085    0.000 {method 'clip' of 'numpy.ndarray' objects}
29626/29618    0.008    0.000    0.010    0.000 {method 'join' of 'str' objects}
    29370    0.023    0.000    0.092    0.000 axis.py:325(_set_artist_props)
    28881    0.008    0.000    0.008    0.000 figure.py:462(_get_dpi)
28807/28657    0.118    0.000    0.460    0.000 transforms.py:1691(__eq__)
    28656    0.093    0.000    4.077    0.000 _base.py:154(__call__)
