1366719878 function calls (1324972940 primitive calls) in 1086.654 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.322    0.081 polytools.py:5959(_symbolic_factor)
        4    0.000    0.000    0.323    0.081 polytools.py:6015(_generic_factor)
        4    0.000    0.000    0.323    0.081 polytools.py:6257(factor)
        4    0.000    0.000    0.000    0.000 polyoptions.py:52(preprocess)
        4    0.000    0.000    0.000    0.000 polyoptions.py:281(preprocess)
        4    0.000    0.000    0.003    0.001 polytools.py:952(as_dict)
        4    0.000    0.000    0.001    0.000 relational.py:25(<dictcomp>)
        4    0.000    0.000    0.001    0.000 relational.py:23(_canonical)
        4    0.000    0.000    0.000    0.000 relational.py:60(__new__)
        4    0.000    0.000    0.001    0.000 relational.py:187(canonical)
        4    0.000    0.000    0.000    0.000 relational.py:416(<listcomp>)
      4/2    0.000    0.000    0.000    0.000 relational.py:622(__new__)
        4    0.000    0.000    0.000    0.000 boolalg.py:385(__hash__)
        4    0.000    0.000    0.008    0.002 function.py:2648(_mexpand)
        4    0.000    0.000    0.002    0.001 function.py:2683(expand_multinomial)
        4    0.000    0.000    0.002    0.000 function.py:2844(expand_power_exp)
        4    0.000    0.000    0.000    0.000 rules.py:50(__init__)
        4    0.000    0.000    0.000    0.000 numbers.py:2439(__neg__)
        4    0.000    0.000    0.000    0.000 fractions.py:294(_operator_fallbacks)
        4    0.000    0.000    0.001    0.000 mul.py:1794(expand_2arg)
        4    0.000    0.000    0.000    0.000 timeutils.py:55(timethis)
        4    0.000    0.000    0.000    0.000 mul.py:37(_unevaluated_Mul)
        4    0.000    0.000    0.000    0.000 expr.py:3063(as_coeff_Add)
        4    0.000    0.000    0.161    0.040 expr.py:3309(cancel)
        4    0.000    0.000    0.001    0.000 expr.py:3445(_eval_derivative_n_times)
        4    0.000    0.000    0.000    0.000 logic.py:148(fuzzy_not)
        4    0.000    0.000    0.000    0.000 ctx_iv.py:41(__new__)
        4    0.000    0.000    0.000    0.000 math2.py:42(_mathfun)
        4    0.000    0.000    0.000    0.000 bessel.py:385(c_memo)
        4    0.000    0.000    0.000    0.000 {built-in method gmpy2.is_strong_selfridge_prp}
        4    0.000    0.000    0.000    0.000 {built-in method gmpy2.mpq}
        4    0.000    0.000    0.000    0.000 {built-in method gmpy2.version}
        4    0.000    0.000    0.000    0.000 libmpf.py:631(mpf_le)
        4    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
        4    0.000    0.000    0.000    0.000 slsqp.py:275(cjac_factory)
        4    0.000    0.000    0.000    0.000 slsqp.py:411(<listcomp>)
        4    0.000    0.000    0.001    0.000 slsqp.py:433(<listcomp>)
        4    0.000    0.000    0.000    0.000 fixtures.py:71(scopeproperty)
        4    0.000    0.000    0.000    0.000 fixtures.py:72(decoratescope)
        4    0.000    0.000    0.000    0.000 local.py:143(__init__)
        4    0.000    0.000    0.000    0.000 local.py:317(dirpath)
        4    0.000    0.000    0.000    0.000 _funcs.py:215(has)
        4    0.000    0.000    0.000    0.000 _make.py:1485(fmt_setter)
        4    0.000    0.000    0.000    0.000 proxy.py:25(proxied_attribute)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3015(parseImpl)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3353(setResultsName)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3829(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4383(postParse)
        4    0.000    0.000    0.000    0.000 pyparsing.py:315(__init__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:420(__setitem__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1841(__radd__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2020(__invert__)
        4    0.000    0.000    0.000    0.000 six.py:195(load_module)
        4    0.000    0.000    0.000    0.000 six.py:209(is_package)
        4    0.000    0.000    0.000    0.000 six.py:114(_resolve)
        4    0.000    0.000    0.000    0.000 __init__.py:137(_declare_state)
        4    0.000    0.000    0.000    0.000 __init__.py:344(register_loader_type)
        4    0.000    0.000    0.000    0.000 __init__.py:1957(register_finder)
        4    0.000    0.000    0.000    0.000 __init__.py:2173(register_namespace_handler)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        4    0.000    0.000    0.000    0.000 message.py:606(get_default_type)
        4    0.000    0.000    0.000    0.000 ssl.py:367(__new__)
        4    0.000    0.000    0.000    0.000 miobase.py:138(convert_dtypes)
        4    0.000    0.000    0.000    0.000 iterative.py:122(combine)
        4    0.000    0.000    0.000    0.000 iterative.py:121(set_docstring)
        4    0.000    0.000    0.000    0.000 inspect.py:1507(currentframe)
        4    0.000    0.000    0.000    0.000 inspect.py:2226(<lambda>)
        4    0.000    0.000    0.000    0.000 typing.py:241(_tp_cache)
        4    0.000    0.000    0.000    0.000 typing.py:473(__eq__)
        4    0.000    0.000    0.000    0.000 typing.py:781(<genexpr>)
        4    0.000    0.000    0.000    0.000 typing.py:1062(overload)
        4    0.000    0.000    0.000    0.000 six.py:68(_add_doc)
        4    0.000    0.000    0.000    0.000 six.py:131(callable)
        4    0.000    0.000    0.000    0.000 __init__.py:1600(getEffectiveLevel)
        4    0.000    0.000    0.000    0.000 core.py:122(doc_note)
        4    0.000    0.000    0.000    0.000 core.py:6310(__has_singleton)
        4    0.000    0.000    0.000    0.000 random.py:88(__init__)
        4    0.000    0.000    0.000    0.000 {method 'randint' of 'numpy.random.mtrand.RandomState' objects}
        4    0.000    0.000    0.000    0.000 docstring.py:33(__init__)
        4    0.000    0.000    0.000    0.000 polynomial.py:1144(_coeffs)
        4    0.000    0.000    0.000    0.000 polynomial.py:1153(__init__)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(trim_zeros)
        4    0.000    0.000    0.000    0.000 mixins.py:55(_unary_method)
        4    0.000    0.000    0.000    0.000 function_base.py:1569(_trim_zeros)
        4    0.000    0.000    0.000    0.000 function_base.py:1573(trim_zeros)
        4    0.000    0.000    0.000    0.000 _dtype.py:319(_name_get)
        4    0.000    0.000    0.000    0.000 pathlib.py:907(__truediv__)
        4    0.000    0.000    0.000    0.000 {method 'fill' of 'numpy.ndarray' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:497(cast)
        4    0.000    0.000    0.000    0.000 {built-in method _bisect.bisect_right}
        4    0.000    0.000    0.000    0.000 enum.py:793(_missing_)
        4    0.000    0.000    0.000    0.000 enum.py:800(_create_pseudo_member_)
        4    0.000    0.000    0.000    0.000 enum.py:890(<listcomp>)
        4    0.000    0.000    0.000    0.000 enum.py:872(_decompose)
        4    0.000    0.000    0.000    0.000 re.py:205(split)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        3    0.000    0.000    0.000    0.000 {built-in method posix.close}
        3    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        3    0.000    0.000    0.000    0.000 {built-in method posix.sysconf}
        3    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {instance}
        3    0.000    0.000    0.000    0.000 backend_qt5.py:855(set_history_buttons)
        3    0.000    0.000    0.003    0.001 axis.py:715(__init__)
        3    0.000    0.000    0.001    0.000 axis.py:1935(_get_label)
        3    0.000    0.000    0.000    0.000 axis.py:1953(_get_offset_text)
        3    0.000    0.000    0.000    0.000 legend_handler.py:210(__init__)
        3    0.000    0.000    0.000    0.000 legend_handler.py:340(__init__)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        3    0.000    0.000    0.000    0.000 __init__.py:42(private_class)
        3    0.000    0.000    0.000    0.000 __init__.py:35(__deprecate_private_class)
        3    0.000    0.000    0.000    0.000 figure.py:157(__call__)
        3    0.000    0.000    0.009    0.003 __init__.py:15(<module>)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3320(Show)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3306(export)
        3    0.000    0.000    0.000    0.000 gridspec.py:53(get_geometry)
        3    0.000    0.000    0.001    0.000 patches.py:965(__init__)
        3    0.000    0.000    0.001    0.000 collections.py:1226(__init__)
        3    0.000    0.000    0.004    0.001 _version.py:7(<module>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3743(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:5130(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1553(addParseAction)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2193(__mul__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2412(suppress)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3642(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3644(<genexpr>)
        3    0.000    0.000    0.014    0.005 __init__.py:7(<module>)
        3    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
        3    0.000    0.000    0.000    0.000 rcsetup.py:103(validate_any)
        3    0.000    0.000    0.000    0.000 rcsetup.py:108(validate_path_exists)
        3    0.000    0.000    0.000    0.000 rcsetup.py:168(validate_string_or_None)
        3    0.000    0.000    0.000    0.000 rcsetup.py:284(validate_toolbar)
        3    0.000    0.000    0.000    0.000 rcsetup.py:440(validate_fontsize_None)
        3    0.000    0.000    0.000    0.000 rcsetup.py:963(validate_webagg_address)
        3    0.000    0.000    0.000    0.000 __init__.py:690(push)
        3    0.000    0.000    0.001    0.000 <decorator-gen-1>:1(_held_figure)
        3    0.000    0.000    0.000    0.000 blas.py:254(find_best_blas_type)
        3    0.000    0.000    0.000    0.000 blas.py:319(_get_funcs)
        3    0.000    0.000    0.000    0.000 blas.py:372(getter)
        3    0.000    0.000    0.000    0.000 blas.py:399(get_blas_funcs)
        3    0.000    0.000    0.001    0.000 matrices.py:1(<module>)
        3    0.000    0.000    0.000    0.000 dimensions.py:401(base_dims)
        3    0.000    0.000    0.000    0.000 dimensions.py:405(derived_dims)
        3    0.000    0.000    0.000    0.000 dimensions.py:409(dimensional_dependencies)
        3    0.000    0.000    0.014    0.005 dimensions.py:463(extend)
        3    0.000    0.000    0.003    0.001 axis3d.py:67(__init__)
        3    0.000    0.000    0.003    0.001 axis3d.py:115(init3d)
        3    0.000    0.000    0.000    0.000 axis3d.py:160(set_pane_color)
        3    0.000    0.000    0.000    0.000 axis3d.py:168(set_rotate_label)
        3    0.000    0.000    0.000    0.000 axis3d.py:441(d_interval)
        3    0.000    0.000    0.000    0.000 axis3d.py:449(v_interval)
        3    0.000    0.000    0.516    0.172 __init__.py:12(<module>)
        3    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        3    0.000    0.000    0.000    0.000 core.py:29(condition)
        3    0.000    0.000    0.458    0.153 __init__.py:6(<module>)
        3    0.000    0.000    0.000    0.000 exponential.py:505(eval)
        3    0.000    0.000    0.000    0.000 exponential.py:590(as_base_exp)
        3    0.000    0.000    0.000    0.000 exponential.py:706(_eval_is_rational)
        3    0.000    0.000    0.000    0.000 exponential.py:716(_eval_is_algebraic)
        3    0.000    0.000    0.000    0.000 exponential.py:727(_eval_is_real)
        3    0.000    0.000    0.000    0.000 exponential.py:730(_eval_is_finite)
        3    0.000    0.000    0.000    0.000 exponential.py:736(_eval_is_positive)
        3    0.000    0.000    0.000    0.000 exponential.py:739(_eval_is_zero)
        3    0.000    0.000    0.000    0.000 exponential.py:742(_eval_is_nonnegative)
        3    0.000    0.000    0.000    0.000 galoistools.py:364(<listcomp>)
        3    0.000    0.000    0.000    0.000 galoistools.py:350(gf_neg)
        3    0.000    0.000    0.000    0.000 galoistools.py:1079(gf_gcdex)
        3    0.000    0.000    0.000    0.000 generate.py:22(_aset)
        3    0.000    0.000    0.000    0.000 ordinals.py:79(<listcomp>)
        3    0.000    0.000    0.000    0.000 ordinals.py:80(<genexpr>)
        3    0.000    0.000    0.000    0.000 ordinals.py:77(__new__)
      3/1    0.000    0.000    0.000    0.000 sets.py:603(flatten)
        3    0.000    0.000    0.000    0.000 sets.py:757(__new__)
        3    0.000    0.000    0.000    0.000 orderings.py:156(__init__)
        3    0.000    0.000    0.000    0.000 exprtools.py:129(<genexpr>)
        3    0.000    0.000    0.000    0.000 function.py:518(is_commutative)
        3    0.000    0.000    0.000    0.000 function.py:606(_eval_is_commutative)
        3    0.000    0.000    0.000    0.000 function.py:609(_eval_is_complex)
        3    0.000    0.000    0.000    0.000 function.py:1861(__new__)
        3    0.000    0.000    0.000    0.000 add.py:486(_eval_is_polynomial)
        3    0.000    0.000    0.007    0.002 power.py:1155(_eval_derivative)
        3    0.000    0.000    0.000    0.000 numbers.py:2402(__new__)
        3    0.000    0.000    0.000    0.000 numbers.py:2550(__abs__)
        3    0.000    0.000    0.000    0.000 numbers.py:2681(__sub__)
        3    0.000    0.000    0.000    0.000 numbers.py:2800(__lt__)
        3    0.000    0.000    0.000    0.000 containers.py:239(keys)
        3    0.000    0.000    0.000    0.000 expr.py:2436(is_polynomial)
        3    0.000    0.000    0.000    0.000 evalf.py:114(pure_complex)
        3    0.000    0.000    0.000    0.000 facts.py:293(split_alpha_beta)
        3    0.000    0.000    0.000    0.000 ctx_mp_python.py:600(make_mpc)
        3    0.000    0.000    0.000    0.000 inverselaplace.py:538(__init__)
        3    0.000    0.000    0.000    0.000 matrices.py:737(__init__)
        3    0.000    0.000    0.000    0.000 quadrature.py:457(__init__)
        3    0.000    0.000    0.000    0.000 rszeta.py:54(__init__)
        3    0.000    0.000    0.001    0.000 functions.py:18(__init__)
        3    0.000    0.000    0.001    0.000 ctx_base.py:42(__init__)
        3    0.000    0.000    0.000    0.000 ctx_base.py:458(memoize)
        3    0.000    0.000    0.000    0.000 libmpf.py:59(prec_to_dps)
        3    0.000    0.000    0.001    0.000 six.py:1(<module>)
        3    0.000    0.000    0.000    0.000 python.py:44(pyobj_property)
        3    0.000    0.000    0.000    0.000 <attrs generated init _pytest.fixtures.FixtureFunctionMarker>:1(__init__)
        3    0.000    0.000    0.000    0.000 fixtures.py:957(_ensure_immutable_ids)
        3    0.000    0.000    0.000    0.000 fixtures.py:1031(<dictcomp>)
        3    0.000    0.000    0.000    0.000 fixtures.py:1047(<setcomp>)
        3    0.000    0.000    0.000    0.000 fixtures.py:1023(_parse_fixture_args)
        3    0.000    0.000    0.000    0.000 fixtures.py:1062(fixture)
        3    0.000    0.000    0.000    0.000 structures.py:20(alias)
        3    0.000    0.000    0.000    0.000 __init__.py:375(__init__)
        3    0.000    0.000    0.000    0.000 converters.py:21(optional_converter)
        3    0.000    0.000    0.000    0.000 errorclass.py:104(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3064(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3066(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1877(__mul__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2376(__init__)
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
        3    0.000    0.000    0.000    0.000 doccer.py:135(_doc)
        3    0.000    0.000    0.000    0.000 doccer.py:128(extend_notes_in_docstring)
        3    0.000    0.000    0.000    0.000 doccer.py:204(filldoc)
        3    0.000    0.000    0.000    0.000 doccer.py:230(unindent_dict)
        3    0.000    0.000    0.000    0.000 deprecation.py:95(_decorate_property)
        3    0.000    0.000    0.000    0.000 _common.py:294(wrapper)
        3    0.000    0.000    0.000    0.000 _common.py:280(memoize)
        3    0.000    0.000    0.000    0.000 _common.py:586(open_binary)
        3    0.000    0.000    0.000    0.000 {built-in method _socket.inet_aton}
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        3    0.000    0.000    0.000    0.000 case.py:398(__init__)
        3    0.000    0.000    0.000    0.000 core.py:801(__init__)
        3    0.000    0.000    0.000    0.000 core.py:862(__init__)
        3    0.000    0.000    0.000    0.000 {function Random.seed at 0x7f80bed65290}
        3    0.000    0.000    0.000    0.000 random.py:97(seed)
        3    0.000    0.000    0.000    0.000 {built-in method _csv.register_dialect}
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
        3    0.000    0.000    0.000    0.000 ufunclike.py:60(_fix_and_maybe_deprecate_out_named_y)
        3    0.000    0.000    0.000    0.000 index_tricks.py:312(__init__)
        3    0.000    0.000    0.000    0.000 tokenize.py:132(_all_string_prefixes)
        3    0.000    0.000    0.000    0.000 tokenize.py:374(read_or_stop)
        3    0.000    0.000    0.000    0.000 tokenize.py:380(find_cookie)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(outer)
        3    0.000    0.000    0.000    0.000 numerictypes.py:239(obj2sctype)
        3    0.000    0.000    0.000    0.000 numeric.py:819(_outer_dispatcher)
        3    0.000    0.000    0.000    0.000 numeric.py:823(outer)
        3    0.000    0.000    0.000    0.000 pathlib.py:1251(mkdir)
        3    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        3    0.000    0.000    0.000    0.000 datetime.py:2156(_create)
        3    0.000    0.000    0.000    0.000 six.py:837(wrapper)
        3    0.000    0.000    0.000    0.000 six.py:835(add_metaclass)
        3    0.000    0.000    0.000    0.000 datetime.py:41(_days_before_year)
        3    0.000    0.000    0.000    0.000 __init__.py:490(CFunctionType)
        3    0.000    0.000    0.000    0.000 __init__.py:489(PYFUNCTYPE)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
        3    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        3    0.000    0.000    0.000    0.000 os.py:681(__setitem__)
        3    0.000    0.000    0.000    0.000 os.py:1076(__subclasshook__)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:252(__subclasshook__)
        2    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _functools.cmp_to_key}
        2    0.000    0.000    0.000    0.000 {built-in method posix.access}
        2    0.000    0.000    0.000    0.000 {built-in method posix.write}
        2    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        2    0.000    0.000    0.000    0.000 {built-in method posix.cpu_count}
        2    0.000    0.000    0.000    0.000 {built-in method sys.setdlopenflags}
        2    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        2    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
        2    0.000    0.000    0.002    0.001 semaphore_tracker.py:38(ensure_running)
        2    0.000    0.000    0.002    0.001 semaphore_tracker.py:89(_send)
        2    0.000    0.000    0.000    0.000 compressor.py:100(__init__)
        2    0.000    0.000    0.000    0.000 util.py:48(debug)
        2    0.000    0.000    0.000    0.000 _compat.py:17(with_metaclass)
        2    0.000    0.000    0.000    0.000 GCRFModel.py:61(__init__)
        2    0.036    0.018   17.018    8.509 GCRFModel.py:69(train)
        2    0.000    0.000    0.060    0.030 __init__.py:14(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method setCheckable}
        2    0.028    0.014    0.028    0.014 {built-in method statusBar}
        2    0.000    0.000    0.000    0.000 {built-in method addSeparator}
        2    0.000    0.000    0.000    0.000 {built-in method resize}
        2    0.000    0.000    0.000    0.000 {built-in method setWindowTitle}
        2    0.000    0.000    0.000    0.000 {setAttribute}
        2    0.000    0.000    0.001    0.000 backend_qt5.py:259(_update_figure_dpi)
        2    0.000    0.000    0.000    0.000 backend_qt5.py:410(sizeHint)
        2    0.000    0.000    0.000    0.000 model.py:12(qualify)
        2    0.000    0.000    0.000    0.000 model.py:264(__init__)
        2    0.000    0.000    0.006    0.003 _util.py:1(<module>)
        2    0.000    0.000    0.000    0.000 axis.py:655(__init__)
        2    0.000    0.000    0.000    0.000 scale.py:717(get_scale_names)
        2    0.000    0.000    0.001    0.001 _base.py:2918(tick_params)
        2    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        2    0.000    0.000    0.000    0.000 legend_handler.py:262(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        2    0.000    0.000    0.000    0.000 figure.py:115(add)
        2    0.000    0.000    0.000    0.000 figure.py:160(__contains__)
        2    0.000    0.000    0.000    0.000 figure.py:199(update)
        2    0.000    0.000    0.000    0.000 figure.py:1075(fixitems)
        2    0.000    0.000    0.000    0.000 figure.py:1091(fixlist)
        2    0.000    0.000    0.000    0.000 figure.py:1072(_make_key)
        2    0.000    0.000    0.000    0.000 figure.py:1418(_add_axes_internal)
        2    0.000    0.000    0.000    0.000 figure.py:1934(sca)
        2    0.000    0.000    0.000    0.000 __init__.py:17(_get_running_interactive_framework)
        2    0.000    0.000    0.000    0.000 __init__.py:10(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:13(register)
        2    0.000    0.000    0.000    0.000 _subplots.py:217(<genexpr>)
        2    0.000    0.000    0.000    0.000 _subplots.py:202(subplot_class_factory)
        2    0.000    0.000    0.000    0.000 figure.py:100(_entry_from_axes)
        2    0.000    0.000    0.000    0.000 figure.py:101(<dictcomp>)
        2    0.000    0.000    0.000    0.000 figure.py:108(bubble)
        2    0.000    0.000    0.000    0.000 backend_bases.py:3006(update)
        2    0.000    0.000    0.000    0.000 widgets.py:33(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1581(__init__)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1599(_fix_ipython_backend2gui)
        2    0.000    0.000    0.000    0.000 backend_bases.py:2500(notify_axes_change)
        2    0.004    0.002    0.016    0.008 font_manager.py:1240(_findfont_cached)
        2    0.000    0.000    0.000    0.000 cm.py:77(<listcomp>)
        2    0.000    0.000    0.000    0.000 transforms.py:1603(__init__)
        2    0.000    0.000    0.000    0.000 transforms.py:1614(_init)
        2    0.000    0.000    0.000    0.000 transforms.py:2093(__init__)
        2    0.000    0.000    0.000    0.000 pyplot.py:92(_NotIPython)
        2    0.000    0.000    0.000    0.000 pyplot.py:82(install_repl_displayhook)
        2    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        2    0.000    0.000    0.003    0.001 decoder.py:332(decode)
        2    0.001    0.001    0.003    0.001 decoder.py:343(raw_decode)
        2    0.000    0.000    0.003    0.001 __init__.py:299(loads)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3777(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:5297(delimitedList)
        2    0.000    0.000    0.003    0.001 pyparsing.py:5647(srange)
        2    0.000    0.000    0.000    0.000 pyparsing.py:833(__getattr__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:847(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:849(<listcomp>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1453(setResultsName)
        2    0.000    0.000    0.000    0.000 deprecation.py:374(_make_keyword_only)
        2    0.000    0.000    0.000    0.000 rcsetup.py:77(<listcomp>)
        2    0.000    0.000    0.000    0.000 rcsetup.py:331(<listcomp>)
        2    0.000    0.000    0.000    0.000 __init__.py:559(_get_config_or_cache_dir)
        2    0.000    0.000    0.000    0.000 __init__.py:625(get_candidate_paths)
        2    0.000    0.000    0.000    0.000 version.py:38(__init__)
        2    0.000    0.000    0.000    0.000 version.py:134(parse)
        2    0.000    0.000    0.000    0.000 __init__.py:662(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:720(bubble)
        2    0.000    0.000    0.000    0.000 decorator.py:240(decorator)
        2    0.000    0.000    0.003    0.002 misc.py:1(<module>)
        2    0.000    0.000    0.000    0.000 blas.py:365(_memoize_get_funcs)
        2    0.000    0.000    0.002    0.001 axes3d.py:1389(tick_params)
        2    0.000    0.000    0.152    0.076 polyhedron.py:672(_pgroup_of_double)
        2    0.000    0.000    0.000    0.000 solvers.py:924(<listcomp>)
        2    0.000    0.000    0.000    0.000 solvers.py:952(<listcomp>)
        2    0.000    0.000    0.000    0.000 solvers.py:1034(<listcomp>)
        2    0.000    0.000    0.000    0.000 solvers.py:1036(<listcomp>)
        2    0.000    0.000    0.000    0.000 solvers.py:1137(<listcomp>)
        2    0.000    0.000    0.000    0.000 solvers.py:1138(<listcomp>)
        2    0.000    0.000    0.000    0.000 solvers.py:1142(<listcomp>)
        2    0.000    0.000    2.203    1.102 solvers.py:453(solve)
        2    0.000    0.000    0.000    0.000 solvers.py:1536(<listcomp>)
        2    0.000    0.000    0.000    0.000 solvers.py:1652(<dictcomp>)
        2    0.000    0.000    0.000    0.000 solvers.py:1754(<listcomp>)
        2    0.000    0.000    2.196    1.098 solvers.py:1358(_solve)
        2    0.000    0.000    0.000    0.000 solvers.py:2088(<listcomp>)
        2    0.000    0.000    0.000    0.000 solvers.py:2119(<dictcomp>)
        2    0.000    0.000    0.041    0.020 solvers.py:1965(solve_linear)
        2    0.000    0.000    0.000    0.000 fields.py:105(__new__)
        2    0.000    0.000    0.000    0.000 fields.py:253(to_domain)
        2    0.000    0.000    0.000    0.000 solvers.py:100(<dictcomp>)
        2    0.000    0.000    0.000    0.000 solvers.py:63(recast_to_symbols)
        2    0.000    0.000    0.000    0.000 matexpr.py:578(get_postprocessor)
        2    0.000    0.000    0.000    0.000 traverse.py:1(<module>)
        2    0.000    0.000    0.000    0.000 tools.py:1(<module>)
        2    0.000    0.000    0.000    0.000 tree.py:1(<module>)
        2    0.000    0.000    0.003    0.001 __init__.py:24(<module>)
        2    0.000    0.000    0.000    0.000 rl.py:12(rm_id)
        2    0.000    0.000    0.015    0.007 polyroots.py:713(preprocess_roots)
        2    0.000    0.000    0.610    0.305 polyroots.py:786(roots)
        2    0.000    0.000    0.013    0.007 simplify.py:375(<listcomp>)
        2    0.000    0.000    0.000    0.000 rootoftools.py:80(__init__)
        2    0.000    0.000    0.002    0.001 polyroots.py:56(_sqrt)
        2    0.000    0.000    0.001    0.001 polyroots.py:109(<listcomp>)
        2    0.000    0.000    0.372    0.186 polyroots.py:45(roots_quadratic)
        2    0.000    0.000    0.000    0.000 rings.py:464(to_field)
        2    0.000    0.000    0.000    0.000 rings.py:850(is_term)
        2    0.000    0.000    0.000    0.000 rings.py:862(is_nonnegative)
        2    0.000    0.000    0.000    0.000 rings.py:1999(<listcomp>)
        2    0.000    0.000    0.000    0.000 rings.py:2063(deflate)
        2    0.000    0.000    0.000    0.000 rings.py:2146(_gcd_zero)
        2    0.000    0.000    0.008    0.004 rings.py:2169(_gcd)
        2    0.000    0.000    0.008    0.004 rings.py:2179(_gcd_ZZ)
        2    0.000    0.000    0.003    0.002 bessel.py:1(<module>)
      2/1    0.000    0.000    0.000    0.000 complexes.py:444(eval)
        2    0.000    0.000    0.001    0.001 factorials.py:1(<module>)
        2    0.000    0.000    0.000    0.000 polynomialring.py:62(__hash__)
        2    0.000    0.000    0.000    0.000 polynomialring.py:120(get_field)
        2    0.000    0.000    0.000    0.000 fractionfield.py:19(__init__)
        2    0.000    0.000    0.000    0.000 expressiondomain.py:23(__init__)
        2    0.000    0.000    0.000    0.000 generate.py:81(extend)
        2    0.000    0.000    0.000    0.000 generate.py:118(extend_to_no)
        2    0.000    0.000    0.000    0.000 generate.py:305(__getitem__)
